Name,RC,SMILES,charge,"E(opt, kcal/mol)","time(opt, sec)","E(rattled, kcal/mol)","E(initial, kcal/mol)"
S2-21.1,reactant,C=CC(=O)Nc1ccc(F)cc1,0,-362686.643846022,17.662618288770318,-362683.47761529626,-362685.86640386935
S2-21.1,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1F,-1,-637683.886361511,20.122412147931755,-637679.8488480686,-637681.5923010249
S2-21.1,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1F,0,-638051.571156054,1.125441082753241,-638048.182718295,-638050.4389038992
S2-22.1,reactant,C=CC(=O)NCc1ccccc1,0,-325061.38577545824,2.2653423845767975,-325058.566822127,-325060.14177993184
S2-22.1,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],-1,-600054.8807232428,2.268840559758246,-600048.3258687807,-600051.2513174138
S2-22.1,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],0,-600426.7409158461,2.084490418434143,-600423.0946530261,-600425.4610623824
S2-22.2,reactant,C=CC(=O)NCc1ccccc1,0,-325059.95221605035,2.709921765141189,-325055.78422694164,-325058.43498423364
S2-22.2,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],-1,-600055.2055676194,3.35378522798419,-600047.0485736219,-600050.2755457752
S2-22.2,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],0,-600426.7399311108,2.375518091954291,-600423.1963175964,-600425.4605348504
S2-22.3,reactant,C=CC(=O)NCc1ccccc1,0,-325061.3844319893,2.473090541549027,-325058.75617621234,-325060.139409299
S2-22.3,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],-1,-600055.8524116493,4.17044432554394,-600049.1302178686,-600051.3343629808
S2-22.3,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],0,-600426.7484707334,2.3456883635371923,-600422.6573131355,-600425.4409158587
S2-22.4,reactant,C=CC(=O)NCc1ccccc1,0,-325061.3833933206,2.295078090392053,-325057.51372672943,-325060.13096629566
S2-22.4,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],-1,-600055.7542639642,3.356873530894518,-600048.8344973467,-600051.5472145102
S2-22.4,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],0,-600426.818657375,1.2766831051558256,-600422.067402089,-600425.676045744
S2-22.5,reactant,C=CC(=O)NCc1ccccc1,0,-325061.38454104937,2.262722361832857,-325058.7766394063,-325060.13967653183
S2-22.5,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],-1,-600055.7557898674,3.0462821405380964,-600049.360196076,-600051.719552774
S2-22.5,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],0,-600426.7605453351,3.42117393668741,-600421.5648518979,-600424.961394769
S2-22.6,reactant,C=CC(=O)NCc1ccccc1,0,-325059.69236871344,1.9810140077024698,-325056.45604759554,-325058.7207112852
S2-22.6,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],-1,-600053.0109372481,3.434828007593751,-600045.4859619609,-600048.2431278578
S2-22.6,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],0,-600426.8241414818,1.337943592108786,-600423.0406902643,-600425.7096139069
S2-20.1,reactant,C=CC(=O)Nc1ccc(N)cc1,0,-335136.8486035547,0.9574600858613849,-335134.16395716235,-335135.25596001383
S2-20.1,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1N([H])[H],-1,-610133.8296518188,2.0845799716189504,-610128.763905456,-610130.0878868434
S2-20.1,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1N([H])[H],0,-610502.5155785629,1.5160160781815648,-610498.5115586827,-610500.9630586923
S2-23.1,reactant,C=CC(=O)N(C)c1ccccc1,0,-325054.6156750992,3.9138570865616202,-325049.94122819504,-325052.1973712056
S2-23.1,intermediate,[H]c1c([H])c([H])c(N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-600051.3756541488,2.3887989372015,-600044.153614213,-600047.6469727365
S2-23.1,product,[H]c1c([H])c([H])c(N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-600415.636512318,1.7895622476935387,-600412.6618021071,-600414.0061862771
S2-23.2,reactant,C=CC(=O)N(C)c1ccccc1,0,-325051.06761435897,2.3018321488052607,-325047.52808030025,-325048.62570556306
S2-23.2,intermediate,[H]c1c([H])c([H])c(N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-600051.3925879805,3.116840119473636,-600044.1293153334,-600047.1264917294
S2-23.2,product,[H]c1c([H])c([H])c(N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-600416.8022154465,2.393386349081993,-600412.8480899773,-600415.1826945735
S2-23.3,reactant,C=CC(=O)N(C)c1ccccc1,0,-325051.0666333579,2.2868039654567838,-325047.0830664927,-325048.60866805894
S2-23.3,intermediate,[H]c1c([H])c([H])c(N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-600048.2037604848,3.348054467700422,-600042.2721819764,-600044.8648132922
S2-23.3,product,[H]c1c([H])c([H])c(N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-600415.0254497571,1.9839687766507268,-600411.4336060288,-600413.4540162343
S2-23.4,reactant,C=CC(=O)N(C)c1ccccc1,0,-325051.06742261734,2.881822880357504,-325047.257913695,-325048.6666147384
S2-23.4,intermediate,[H]c1c([H])c([H])c(N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-600048.1879279823,3.417788510210812,-600042.9367699414,-600044.8199900918
S2-23.4,product,[H]c1c([H])c([H])c(N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-600419.3451377256,1.5696603693068027,-600415.2783837406,-600417.5838721904
S2-24.1,reactant,C=CC(=O)Nc1ccccc1,0,-300375.38220140955,0.663117554038763,-300373.91659308685,-300374.7882449669
S2-24.1,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],-1,-575372.6991159796,3.5747959185391665,-575365.7595829524,-575368.38214558
S2-24.1,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H],0,-575740.3058480021,1.1195780700072646,-575737.0085515848,-575739.3343669778
S2-25.1,reactant,C=CC(=O)Nc1ccccc1C,0,-325062.61209326243,0.9539531469345093,-325059.34798381204,-325061.56309199426
S2-25.1,intermediate,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c1[H],-1,-600061.9312230456,2.0473648915067315,-600056.6113635792,-600059.0933295214
S2-25.1,product,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c1[H],0,-600428.9776682772,2.248273028060794,-600423.488433255,-600426.2018215196
S2-25.2,reactant,C=CC(=O)Nc1ccccc1C,0,-325063.8126994815,0.6696202643215656,-325062.2492676786,-325063.1021545341
S2-25.2,intermediate,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c1[H],-1,-600061.2688516352,3.9692697264254093,-600054.9543252524,-600056.4589848937
S2-25.2,product,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c1[H],0,-600428.7568973218,1.0737035181373358,-600425.0476292672,-600427.6407873037
S2-25.3,reactant,C=CC(=O)Nc1ccccc1C,0,-325063.81290417927,0.7217859486117959,-325061.6508275163,-325063.09949285636
S2-25.3,intermediate,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c1[H],-1,-600061.8952100627,2.0122451866045594,-600056.8019234127,-600058.8422992914
S2-25.3,product,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c1[H],0,-600428.7601605915,1.178936842828989,-600424.503772281,-600427.6417664468
S2-26.1,reactant,C=CC(=O)Nc1ccc(OC)cc1,0,-372285.1450345385,1.1214553024619818,-372282.9393115236,-372284.03197266714
S2-26.1,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1OC([H])([H])[H],-1,-647281.1168156745,1.6419158410280943,-647273.4891626772,-647276.9315410345
S2-26.1,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1OC([H])([H])[H],0,-647650.7801728491,1.0868180142715573,-647646.8840943635,-647649.7164056998
S2-26.2,reactant,C=CC(=O)Nc1ccc(OC)cc1,0,-372285.07590093877,1.0281220600008965,-372282.7053468107,-372283.9744392249
S2-26.2,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1OC([H])([H])[H],-1,-647283.1985382847,2.099859365262091,-647276.8829808137,-647280.5290872381
S2-26.2,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1OC([H])([H])[H],0,-647651.3379699884,3.8175397468730807,-647646.5025496195,-647649.0485820103
S2-27.1,reactant,C=CC(=O)Nc1ccccc1C#N,0,-358304.2337373928,2.045880824327469,-358300.0137825954,-358302.6711130519
S2-27.1,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c(C#N)c1[H],-1,-633307.7428430209,1.2602644301950932,-633302.3863908295,-633304.3522196956
S2-27.1,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c(C#N)c1[H],0,-633669.818532479,1.04042605496943,-633665.4328018099,-633668.5390017865
S2-27.2,reactant,C=CC(=O)Nc1ccccc1C#N,0,-358304.2336874282,2.025832187384367,-358301.91594830476,-358302.687195479
S2-27.2,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c(C#N)c1[H],-1,-633310.9954089362,1.75663679279387,-633306.1541208924,-633308.4704640444
S2-27.2,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c(C#N)c1[H],0,-633669.8194300554,1.137364792637527,-633665.3990910013,-633668.5457770787
S2-27.3,reactant,C=CC(=O)Nc1ccccc1C#N,0,-358305.2048016974,0.6122452104464173,-358300.685923085,-358304.2578601276
S2-27.3,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c(C#N)c1[H],-1,-633300.3741446876,2.124158887192607,-633294.049889335,-633296.1320459858
S2-27.3,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c(C#N)c1[H],0,-633669.8204527358,1.0748265078291297,-633665.0047513446,-633668.5438058571
S2-28.1,reactant,C=CC(=O)Nc1cccc(F)c1,0,-362686.1386433721,0.6187714766710997,-362683.62928800884,-362685.36738341
S2-28.1,intermediate,[H]c1c([H])c(F)c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c1[H],-1,-637688.4653079222,3.379597286693752,-637682.5059120372,-637684.6500638382
S2-28.1,product,[H]c1c([H])c(F)c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c1[H],0,-638053.6686425188,1.6416077055037022,-638048.966363365,-638051.3390522086
S2-28.2,reactant,C=CC(=O)Nc1cccc(F)c1,0,-362687.40185492305,0.7049661902710795,-362685.00553124916,-362686.70114395465
S2-28.2,intermediate,[H]c1c([H])c(F)c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c1[H],-1,-637688.4649289072,3.4624730180948973,-637681.4805066765,-637684.5962983597
S2-28.2,product,[H]c1c([H])c(F)c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c1[H],0,-638052.3451360865,0.943566064350307,-638049.1788467477,-638051.2839487958
S2-29.1,reactant,C=CC(=O)Nc1ccc(C)cc1,0,-325062.2163482827,0.8551959712058306,-325059.8684418125,-325061.2442649643
S2-29.1,intermediate,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H],-1,-600061.2210073535,2.025915877893567,-600056.6693540988,-600058.6375051299
S2-29.1,product,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H],0,-600429.2418845192,3.0005714725703,-600425.2784571677,-600426.9616156643
S2-30.1,reactant,C=CC(=O)Nc1ccccn1,0,-310442.2359327823,0.7484110472723842,-310440.3527595428,-310441.3068064211
S2-30.1,intermediate,[H]c1nc(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[H],-1,-585449.4231431,2.413107448257506,-585442.7058791118,-585444.5457525756
S2-30.1,product,[H]c1nc(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[H],0,-585817.5908170878,3.00336742028594,-585813.7950149837,-585816.0413500464
S2-31.1,reactant,C=CC(=O)Nc1ccc(C#N)cc1,0,-358303.2999729251,0.423821066506207,-358301.0721940668,-358302.2651028555
S2-31.1,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1C#N,-1,-633310.2058576489,1.6031484473496675,-633304.5789227244,-633306.8867929226
S2-31.1,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1C#N,0,-633669.5478044791,1.638873721472919,-633663.6517860079,-633667.0807246746
S2-32.1,reactant,C=C(C)C(=O)NC(C)(C)c1ccccc1,0,-399122.5223865699,1.8401352632790804,-399118.8058099968,-399121.1482515206
S2-32.1,intermediate,[H]c1c([H])c([H])c(C(N([H])C(=O)[C-](C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-674112.7713066258,4.4636881202459335,-674096.3299407095,-674099.6607721144
S2-32.1,product,[H]c1c([H])c([H])c(C(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-674485.313840937,4.492988307029009,-674478.8137267724,-674482.9025360863
S2-32.2,reactant,C=C(C)C(=O)NC(C)(C)c1ccccc1,0,-399122.52214520826,1.850608387030661,-399119.0105092037,-399121.12325280486
S2-32.2,intermediate,[H]c1c([H])c([H])c(C(N([H])C(=O)[C-](C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-674122.6392553641,5.309382986277342,-674112.2844207586,-674115.6246625511
S2-32.2,product,[H]c1c([H])c([H])c(C(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-674488.4701660855,1.7319931481033564,-674484.3454130822,-674486.5986457254
S2-32.3,reactant,C=C(C)C(=O)NC(C)(C)c1ccccc1,0,-399123.7195490815,1.5549423526972532,-399120.85231333604,-399122.9480341387
S2-32.3,intermediate,[H]c1c([H])c([H])c(C(N([H])C(=O)[C-](C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-674122.7529948815,4.359163468703628,-674113.1193559086,-674116.8612187247
S2-32.3,product,[H]c1c([H])c([H])c(C(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-674485.4593803454,2.1401660619303584,-674479.7356237372,-674482.874536727
S2-32.4,reactant,C=C(C)C(=O)NC(C)(C)c1ccccc1,0,-399123.02421417244,2.3258280204609036,-399118.7973646036,-399121.56591946323
S2-32.4,intermediate,[H]c1c([H])c([H])c(C(N([H])C(=O)[C-](C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-674126.7440330092,3.925542806275189,-674118.3755932233,-674121.8877190229
S2-32.4,product,[H]c1c([H])c([H])c(C(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-674484.0562719001,4.157855736091733,-674475.5540769862,-674479.5178189848
S2-32.5,reactant,C=C(C)C(=O)NC(C)(C)c1ccccc1,0,-399122.00950816635,3.0631526857614517,-399117.3321723349,-399120.06030952703
S2-32.5,intermediate,[H]c1c([H])c([H])c(C(N([H])C(=O)[C-](C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-674127.061831812,2.628280525095761,-674119.0183229356,-674122.6365411977
S2-32.5,product,[H]c1c([H])c([H])c(C(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-674486.6065639334,1.9608989749103785,-674482.3885584992,-674485.080642141
S2-33.1,reactant,C=C(C)C(=O)Nc1ccccc1,0,-325063.5384437396,1.4054097030311823,-325061.30357111496,-325062.5032669668
S2-33.1,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-](C([H])([H])[H])C([H])([H])SC([H])([H])[H])c([H])c1[H],-1,-600056.6312293346,3.8279389776289463,-600051.262737124,-600053.5886373883
S2-33.1,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])SC([H])([H])[H])c([H])c1[H],0,-600426.9808915574,2.002494844608009,-600423.2947002125,-600425.547878583
S2-34.1,reactant,CC(C)=CC(=O)Nc1ccccc1,0,-349752.7818075336,1.3981824200600386,-349748.7093461959,-349751.9760966225
S2-34.1,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C(SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-624743.0573170197,0.9680477874353528,-624738.7342729646,-624741.3536790663
S2-34.1,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C(SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-625113.7669183929,4.394471202045679,-625106.9885386052,-625109.9108673591
S2-34.2,reactant,CC(C)=CC(=O)Nc1ccccc1,0,-349752.77643870795,1.3594883847981691,-349748.7940286274,-349751.9592273118
S2-34.2,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C(SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-624747.3578476723,2.0663920575752854,-624740.4695826209,-624743.7170623122
S2-34.2,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C(SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-625113.252289413,1.5560470474883914,-625109.8304132677,-625112.1444590102
S2-34.3,reactant,CC(C)=CC(=O)Nc1ccccc1,0,-349752.7766220201,1.349053462035954,-349748.4155002257,-349751.9752867073
S2-34.3,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C(SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-624747.3960384203,2.0652743689715862,-624740.908285809,-624743.7368252942
S2-34.3,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C(SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-625114.5625310327,0.906243315897882,-625111.6208088427,-625113.4060307167
S2-35.1,reactant,C/C=C/C(=O)Nc1ccccc1,0,-325063.2830058685,1.1222946643829346,-325060.7591701435,-325062.34250044276
S2-35.1,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-600057.3380990631,2.2113115498796105,-600052.2341143279,-600054.1652562356
S2-35.1,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-600427.9474627803,1.4977111453190446,-600424.6529867108,-600426.8702399448
S2-37.1,reactant,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH+]c4ccccn34)n2)c1,1,-1098767.0791306759,1.8414494702592492,-1098758.2985374331,-1098763.8696270704
S2-37.1,intermediate,[H]C1=C([H])c2n(c(-c3nc(N([H])c4c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])nc([H])c3Cl)c([H])[n+]2[H])C([H])=C1[H],0,-1373836.3596496405,5.226925121620297,-1373820.2663836344,-1373826.4287417778
S2-37.1,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])[n+]([H])c3c([H])c([H])c([H])c([H])n23)c1Cl,1,-1374126.218706916,3.722816115245223,-1374118.8179779202,-1374122.332025669
S2-37.2,reactant,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH+]c4ccccn34)n2)c1,1,-1098761.0529979523,5.002434190362692,-1098751.2212587295,-1098756.142866949
S2-37.2,intermediate,[H]C1=C([H])c2n(c(-c3nc(N([H])c4c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])nc([H])c3Cl)c([H])[n+]2[H])C([H])=C1[H],0,-1373801.1052736675,7.065724406391382,-1373790.2502169993,-1373795.2270454504
S2-37.2,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])[n+]([H])c3c([H])c([H])c([H])c([H])n23)c1Cl,1,-1374124.1914584949,1.9666952937841415,-1374114.0137735705,-1374120.6199109342
S2-37.3,reactant,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH+]c4ccccn34)n2)c1,1,-1098758.2523815178,2.626058876514435,-1098749.9856156914,-1098754.6593208571
S2-37.3,intermediate,[H]C1=C([H])c2n(c(-c3nc(N([H])c4c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])nc([H])c3Cl)c([H])[n+]2[H])C([H])=C1[H],0,-1373797.2847673409,2.877530261874199,-1373784.9636433215,-1373790.496404884
S2-37.3,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])[n+]([H])c3c([H])c([H])c([H])c([H])n23)c1Cl,1,-1374132.886239276,3.5933458618819714,-1374123.3912369937,-1374129.2295655587
S2-37.4,reactant,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH+]c4ccccn34)n2)c1,1,-1098760.996810944,1.2264616787433624,-1098754.1995347566,-1098757.933048123
S2-37.4,intermediate,[H]C1=C([H])c2n(c(-c3nc(N([H])c4c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])nc([H])c3Cl)c([H])[n+]2[H])C([H])=C1[H],0,-1373862.3057594318,12.40999708417803,-1373808.9969967143,-1373815.9585431314
S2-37.4,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])[n+]([H])c3c([H])c([H])c([H])c([H])n23)c1Cl,1,-1374129.3519503882,6.599165159277618,-1374118.9941088443,-1374123.7227359228
S2-37.5,reactant,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH+]c4ccccn34)n2)c1,1,-1098760.3343119088,1.1863707769662142,-1098752.2063087204,-1098756.9073675398
S2-37.5,intermediate,[H]C1=C([H])c2n(c(-c3nc(N([H])c4c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])nc([H])c3Cl)c([H])[n+]2[H])C([H])=C1[H],0,-1373800.8553812776,2.7721863063052297,-1373788.7366921632,-1373795.2460211474
S2-37.5,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])[n+]([H])c3c([H])c([H])c([H])c([H])n23)c1Cl,1,-1374127.2064161345,4.5074767395854,-1374118.1590563853,-1374122.5794568865
S2-37.6,reactant,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH+]c4ccccn34)n2)c1,1,-1098759.3912599878,4.034590394236147,-1098751.3002986559,-1098755.9108979595
S2-37.6,intermediate,[H]C1=C([H])c2n(c(-c3nc(N([H])c4c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])nc([H])c3Cl)c([H])[n+]2[H])C([H])=C1[H],0,-1373861.0931617331,9.237149087712169,-1373811.0751906957,-1373817.3413092694
S2-37.6,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])[n+]([H])c3c([H])c([H])c([H])c([H])n23)c1Cl,1,-1374126.4340750475,2.6369037376716733,-1374115.8401804767,-1374122.2954485633
S2-37.7,reactant,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH+]c4ccccn34)n2)c1,1,-1098761.7748807268,1.0399542590603232,-1098751.8581761627,-1098758.8163804158
S2-37.7,intermediate,[H]C1=C([H])c2n(c(-c3nc(N([H])c4c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])nc([H])c3Cl)c([H])[n+]2[H])C([H])=C1[H],0,-1373827.4870858502,6.455499712377787,-1373809.8872415284,-1373816.4834287255
