Name,RC,SMILES,charge,"E(opt, kcal/mol)","time(opt, sec)","E(rattled, kcal/mol)","E(initial, kcal/mol)"
S5-3.46,reactant,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0,-908061.5983065098,2.077498667873442,-908052.5628397978,-908058.7426316511
S5-3.46,intermediate,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c(Oc4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])nn([C@@]3([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2n1,-1,-1183060.878345218,4.31482170522213,-1183046.4714047094,-1183051.919003493
S5-3.46,product,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c(Oc4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])nn([C@@]3([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2n1,0,-1183434.0699871932,3.830065310932696,-1183425.3680119158,-1183430.9137967783
S5-3.47,reactant,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0,-908061.8749672387,1.7465515555813909,-908052.6243045125,-908058.7694150911
S5-3.47,intermediate,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c(Oc4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])nn([C@@]3([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2n1,-1,-1183058.8055185024,3.1680923448875546,-1183045.250874362,-1183052.3619084603
S5-3.47,product,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c(Oc4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])nn([C@@]3([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2n1,0,-1183430.556702518,3.5683543868362904,-1183420.12521371,-1183426.814130153
S5-3.48,reactant,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0,-908065.052191428,2.2458050437271595,-908054.9198172088,-908061.6667135389
S5-3.48,intermediate,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c(Oc4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])nn([C@@]3([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2n1,-1,-1183052.476935101,5.636444069445133,-1183040.0077587152,-1183046.673229862
S5-3.48,product,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c(Oc4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])nn([C@@]3([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2n1,0,-1183429.9572326872,2.84433204960078,-1183421.0583125693,-1183426.1587855967
S5-3.49,reactant,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0,-908065.0436649064,1.7419949425384402,-908054.9842552439,-908061.6535760749
S5-3.49,intermediate,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c(Oc4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])nn([C@@]3([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2n1,-1,-1183052.8435288095,2.99724517762661,-1183040.3297751392,-1183047.4388127595
S5-3.49,product,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c(Oc4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])nn([C@@]3([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2n1,0,-1183430.2772564231,3.5910218860954046,-1183421.5714212733,-1183426.998067335
S5-3.50,reactant,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0,-908065.4803705398,5.966907802969217,-908053.780582273,-908059.3582678555
S5-3.50,intermediate,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c(Oc4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])nn([C@@]3([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2n1,-1,-1183059.395995393,4.668582103215158,-1183044.053036324,-1183051.1305699067
S5-3.50,product,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c(Oc4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])nn([C@@]3([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2n1,0,-1183436.3229047405,2.346876246854663,-1183427.3587611136,-1183433.0803157957
S5-25.1,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062138.8707835393,3.641225641593337,-1062128.990083395,-1062135.4261483229
S5-25.1,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337155.5564295256,4.068215515464544,-1337142.8771091234,-1337146.178223029
S5-25.1,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337501.8445842583,3.1122490409761667,-1337491.3797024216,-1337497.0649468915
S5-25.2,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062134.9863355863,2.9065658757463098,-1062126.5155225361,-1062131.359446
S5-25.2,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337137.7446851907,2.5990264173597097,-1337126.406357346,-1337131.7342868324
S5-25.2,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337506.1414846133,5.140244290232658,-1337494.2302198617,-1337501.0649118212
S5-25.3,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062139.4918713688,3.9716410133987665,-1062128.0563847558,-1062133.7239698186
S5-25.3,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337132.7585362147,3.446526812389493,-1337119.4222238641,-1337124.1436019829
S5-25.3,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337511.3643888002,4.176804817281663,-1337500.576441547,-1337505.8212326462
S5-25.4,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062140.610143054,6.201091738417745,-1062128.2200484802,-1062134.266275556
S5-25.4,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337149.2039202035,5.221050461754203,-1337131.5597631321,-1337137.195621852
S5-25.4,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337503.9811455426,4.571581351570785,-1337490.211244445,-1337496.4624212985
S5-25.5,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062139.6763474038,2.7084812009707093,-1062127.4322732477,-1062134.920232935
S5-25.5,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337142.7293979793,4.451913492754102,-1337126.6538949031,-1337132.3591915986
S5-25.5,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337506.1063705357,4.056420831941068,-1337496.2538216722,-1337501.1023906402
S5-25.6,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062138.7433161666,2.9466049009934068,-1062126.8292422215,-1062134.7001875532
S5-25.6,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337153.6983832496,5.394322811625898,-1337140.9588546925,-1337146.8728848333
S5-25.6,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337506.114340916,4.62375230062753,-1337494.3702418578,-1337501.01417582
S5-25.7,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062139.7277277731,2.9959358610212803,-1062129.7959133312,-1062135.1330281037
S5-25.7,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337138.2381808108,3.9327045790851116,-1337123.8654404304,-1337129.6570772287
S5-25.7,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337508.314021592,2.661558753810823,-1337497.363201985,-1337503.512573322
S5-25.8,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062133.5193712707,3.909118196927011,-1062124.7172095648,-1062129.2994023715
S5-25.8,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337154.820856189,9.677773360162973,-1337126.077854926,-1337133.647835427
S5-25.8,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337506.880827832,5.431114469654858,-1337495.5493169907,-1337500.914530506
S5-25.9,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062141.6382326782,3.3679730892181396,-1062132.3200438726,-1062137.195158658
S5-25.9,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337142.304846815,4.545731601305306,-1337123.966626301,-1337132.0154926982
S5-25.9,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337503.9587441098,3.734777959063649,-1337493.000339449,-1337498.941095288
S5-25.10,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062138.3977638693,2.940632613375783,-1062128.7144154974,-1062133.5503949209
S5-25.10,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337141.6143417493,8.205121011473238,-1337124.6737523815,-1337130.7728246725
S5-25.10,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337503.4992696235,3.134969187900424,-1337491.2929127857,-1337498.7143393054
S5-25.11,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062139.1011577656,3.450377633795142,-1062129.5205262986,-1062134.692176275
S5-25.11,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337153.481467077,4.924587250687182,-1337141.527448255,-1337147.4316131969
S5-25.11,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337507.2569838604,4.20754689630121,-1337495.117233753,-1337500.011256905
S5-25.12,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062143.438493484,3.574514430016279,-1062132.6365857264,-1062137.9199547507
S5-25.12,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337142.194438861,4.5478621404618025,-1337129.7210412403,-1337134.0108132546
S5-25.12,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337506.521911711,3.412300309166312,-1337497.4319595383,-1337502.547594285
S5-25.13,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062141.7345093556,5.975750604644418,-1062124.4952959048,-1062132.371556569
S5-25.13,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337137.0875826203,2.9028830509632826,-1337123.6503388272,-1337129.171435656
S5-25.13,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337503.4741569138,4.229033917188644,-1337492.1723375549,-1337498.336259503
S5-25.14,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062134.870025505,3.713826071470976,-1062124.5268458112,-1062130.5520368877
S5-25.14,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337144.090862604,7.966446695849299,-1337124.8166126737,-1337130.5128265154
S5-25.14,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337505.5173128874,4.192710912786424,-1337495.0193635933,-1337501.051125173
S5-25.15,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062140.3322632369,4.07619514875114,-1062130.4752145035,-1062135.394559792
S5-25.15,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337143.950802057,6.760136223398149,-1337128.2086824884,-1337134.0105409804
S5-25.15,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337499.7140507211,3.2454765122383833,-1337488.0918056567,-1337494.3524231133
S5-25.16,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062139.446547355,5.694104410707951,-1062128.0025182115,-1062133.15729301
S5-25.16,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337143.983763575,5.172324584797025,-1337127.7384011892,-1337133.5963358826
S5-25.16,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337504.9113428658,3.898160015232861,-1337494.0900662907,-1337500.0999515187
S5-25.17,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062139.5374867558,3.5295530520379543,-1062127.4237641515,-1062134.5045805017
S5-25.17,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337139.0102370407,4.730611275881529,-1337118.2289610775,-1337123.9375321623
S5-25.17,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337506.349296463,3.5751561326906085,-1337494.1716667512,-1337501.592340195
S5-25.18,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062140.0515260426,6.862167201004922,-1062128.0643172064,-1062134.2777478534
S5-25.18,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337142.8682794787,3.830375675112009,-1337126.405812971,-1337132.2214659932
S5-25.18,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337499.1711598116,2.682167610153556,-1337487.9489225668,-1337494.1636294199
S5-25.19,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062135.2694329426,2.5188850378617644,-1062124.9318218185,-1062130.585855197
S5-25.19,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337156.0764129665,5.186160349287093,-1337142.1770600395,-1337147.3328913776
S5-25.19,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337500.362743607,4.689138031564653,-1337489.1795456747,-1337494.8947345677
S5-25.20,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062141.7315447053,3.1278935316950083,-1062130.360232758,-1062134.8340471855
S5-25.20,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337144.3441763043,4.811665379442275,-1337129.3881773932,-1337134.0156940455
S5-25.20,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337506.2835725406,4.8267131289467216,-1337492.4715873955,-1337498.5068898834
S5-25.21,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062141.23619734,3.512505866587162,-1062130.4047623887,-1062136.0314234237
S5-25.21,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337142.762064033,4.47857244964689,-1337127.7681708753,-1337132.9621609268
S5-25.21,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337502.5908308765,6.811222540214658,-1337490.1368261883,-1337494.6138432114
S5-25.22,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062138.396985484,2.532956629060209,-1062127.9896343648,-1062133.3680852738
S5-25.22,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337140.5578630534,4.967754519544542,-1337125.0832556929,-1337129.9459033376
S5-25.22,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337503.1671188502,2.969202862121165,-1337492.851096968,-1337498.2445063414
S5-25.23,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062143.2778693156,6.940669723786414,-1062129.6555843547,-1062134.1245297568
S5-25.23,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337143.5033782704,5.529266274534166,-1337128.8318967184,-1337134.4275650773
S5-25.23,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337505.4569292013,3.4445840744301677,-1337494.038342457,-1337500.4630964708
S5-25.24,reactant,C=CC(=O)N1CCC[C@H]1Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,0,-1062141.225273214,2.910284829325974,-1062129.8307323582,-1062136.2923324457
S5-25.24,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,-1,-1337148.0161623952,4.2326088808476925,-1337133.4063510236,-1337139.1970206005
S5-25.24,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1,0,-1337507.7759276226,4.3584450064226985,-1337498.410599262,-1337503.003969794
